Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
1153,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,525.0,549.0,4.18,0.85,,,,,,323.21178990409,10.1016/j.jlumin.2013.07.066
1154,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,562.0,588.0,1.92,0.35,,,,,,499.29551952809,10.1016/j.jlumin.2013.07.066
1155,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,560.0,585.0,2.16,0.39,,,,,,471.26421940009,10.1016/j.jlumin.2013.07.066
1156,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,552.0,574.0,2.84,0.51,,,,,,557.1421668479101,10.1016/j.jlumin.2013.07.066
1157,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,560.0,588.0,2.33,0.42,,,,,,442.22564282,10.1016/j.jlumin.2013.07.066
1158,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,554.0,576.0,2.91,0.54,,,,,,558.1494432999999,10.1016/j.jlumin.2013.07.066
1159,CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CN(C)C=O,534.0,562.0,3.86,0.75,5.032619,1221.0,,34.9,,443.23291927209,10.1016/j.jlumin.2013.07.066
1160,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CN(C)C=O,515.0,538.0,3.74,0.74,,,,,,345.12336882409005,10.1016/j.jlumin.2013.07.066
1161,Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CN(C)C=O,515.0,536.0,3.68,0.84,,,,,,330.100442308,10.1016/j.jlumin.2013.07.066
1162,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CN(C)C=O,580.0,608.0,4.78,1.0,,,,,,490.2256428200001,10.1016/j.jlumin.2013.07.066
1163,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,535.0,562.0,3.87,0.74,,,,,,323.21178990409,10.1016/j.jlumin.2013.07.066
1164,F[B-]1(F)OC(c2ccc3c(c2)Cc2ccccc2-3)=CC(c2ccccc2)=[O+]1,CC#N,412.0,491.0,2.6,0.96,4.805501,3004.2,3103.9,51.2,75.3,360.11331656,10.1016/j.tetlet.2016.03.011
1165,COc1ccc(C2=[O+][B-](F)(F)OC(c3ccc4c(c3)Cc3ccccc3-4)=C2)cc1,CC#N,424.0,466.0,1.6,0.94,4.855519,3038.5,2588.1,54.9,56.4,390.123881244,10.1016/j.tetlet.2016.03.011
1166,N#CC1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,682.0,700.0,1.93,0.25,,,,,,396.20703887209,10.1016/j.tet.2012.05.072
1167,Nc1ccc2nc3c4ccccc4c(=[NH2+])cc-3oc2c1,CCO,600.0,619.0,,0.582,,,,,,262.09748842409,10.1016/j.tet.2012.05.072
1168,O=Cc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,387.0,386.0,7.4336,0.002,,461.2,1779.7,6.9,26.5,230.07316494,10.1016/j.tet.2012.05.072
1169,O=Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,392.0,417.0,3.4488,0.008,,,2603.5,,45.4,230.07316494,10.1016/j.tet.2012.05.072
1170,O=Cc1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,391.0,405.0,127.078,0.002,,,2056.1,,33.8,230.07316494,10.1016/j.tet.2012.05.072
1171,O=Cc1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,391.0,411.0,15.2752,0.003,,,2706.5,,45.9,230.07316494,10.1016/j.tet.2012.05.072
1172,O=Cc1ccc2ccc3cccc4ccc1c2c34,CO,389.0,455.0,0.953216,0.1,,,3027.6,,63.0,230.07316494,10.1016/j.tet.2012.05.072
1173,O=Cc1ccc2ccc3cccc4ccc1c2c34,CCO,389.0,448.0,6.44,0.061,,,3020.8,,60.9,230.07316494,10.1016/j.tet.2012.05.072
1174,O=Cc1ccc2ccc3cccc4ccc1c2c34,CC#N,390.0,418.0,8.7641,0.006,,,2737.3,,48.0,230.07316494,10.1016/j.tet.2012.05.072
1175,O=Cc1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,390.0,418.0,64.8374,0.002,,,2898.5,,50.8,230.07316494,10.1016/j.tet.2012.05.072
1176,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,384.0,387.0,6.5551,0.002,,,576.5,,8.6,244.088815004,10.1016/j.tet.2012.05.072
1177,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,385.0,396.0,4.8036,0.002,,,2679.0,,42.1,244.088815004,10.1016/j.tet.2012.05.072
1178,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,384.0,387.0,13.378,0.002,,,760.6,,11.4,244.088815004,10.1016/j.tet.2012.05.072
1179,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,387.0,392.0,2.798,0.003,,,2310.7,,35.6,244.088815004,10.1016/j.tet.2012.05.072
1180,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CO,385.0,443.0,0.538,0.014,,,3278.9,,64.7,244.088815004,10.1016/j.tet.2012.05.072
1181,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCO,383.0,436.0,0.784219,0.012,,,3292.8,,62.9,244.088815004,10.1016/j.tet.2012.05.072
1182,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,382.0,390.0,9.4731,0.002,,,2577.2,,39.3,244.088815004,10.1016/j.tet.2012.05.072
1183,CC(=O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,384.0,392.0,5.3374,0.002,,,2937.3,,45.3,244.088815004,10.1016/j.tet.2012.05.072
1184,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,381.0,387.0,8.68,0.56,,,459.8,,6.9,246.06807956,10.1016/j.tet.2012.05.072
1185,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,382.0,394.0,5.12,0.63,,,1065.2,,16.5,246.06807956,10.1016/j.tet.2012.05.072
1186,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,379.0,387.0,10.57,0.57,,,591.5,,8.9,246.06807956,10.1016/j.tet.2012.05.072
1187,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,382.0,392.0,7.14,0.73,,,820.8,,12.6,246.06807956,10.1016/j.tet.2012.05.072
1188,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CO,339.0,380.0,15.49,0.097,,2493.8,685.6,28.7,9.9,246.06807956,10.1016/j.tet.2012.05.072
1189,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CCO,340.0,380.0,7.7838,0.038,,2431.0,770.4,28.2,11.1,246.06807956,10.1016/j.tet.2012.05.072
1190,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,379.0,389.0,9.0,0.11,,,995.1,,15.1,246.06807956,10.1016/j.tet.2012.05.072
1191,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,377.0,388.0,8.4304,0.003,,,800.7,,12.1,246.06807956,10.1016/j.tet.2012.05.072
1192,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,379.0,385.0,10.34,0.63,,,397.7,,5.9,260.083729624,10.1016/j.tet.2012.05.072
1193,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,379.0,390.0,6.32,0.56,,,910.7,,13.9,260.083729624,10.1016/j.tet.2012.05.072
1194,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,379.0,388.0,9.22,0.68,,,593.6,,8.9,260.083729624,10.1016/j.tet.2012.05.072
1195,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,381.0,390.0,8.34,0.76,,,720.1,,11.0,260.083729624,10.1016/j.tet.2012.05.072
1196,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CO,379.0,392.0,7.82,0.69,,,2368.9,,36.5,260.083729624,10.1016/j.tet.2012.05.072
1197,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCO,380.0,391.0,7.82,0.81,,,2295.9,,35.2,260.083729624,10.1016/j.tet.2012.05.072
1198,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CC#N,379.0,389.0,9.36,0.79,,,899.6,,13.6,260.083729624,10.1016/j.tet.2012.05.072
1199,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,380.0,391.0,7.7,0.74,,,1101.0,,16.8,260.083729624,10.1016/j.tet.2012.05.072
1200,CCN(CC)c1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,CO,441.0,,,0.0,,5508.2,,108.7,,518.2893056959999,10.1002/anie.201308826
1201,CC(=O)c1ccn2c3c(c(-c4ccc(N)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,419.0,546.0,,0.03,,5539.2,3616.5,98.6,108.9,462.22670543999993,10.1002/anie.201308826
1202,CC(=O)c1ccn2c3c(c(-c4ccc(O)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,413.0,572.0,,0.12,,4909.5,3314.1,84.6,109.4,463.210721028,10.1002/anie.201308826
1203,COc1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,CO,412.0,555.0,,0.2,,5192.6,3288.9,89.2,102.2,477.226371092,10.1002/anie.201308826
1204,CC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,404.0,534.0,,0.38,,4899.5,3323.5,80.8,95.5,461.231456472,10.1002/anie.201308826
1205,CC(=O)c1ccn2c3c(c(-c4ccccc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,403.0,523.0,,0.5,,4709.7,3277.7,77.2,90.3,447.21580640799993,10.1002/anie.201308826
1206,CC(=O)c1ccn2c3c(c(-c4ccc(F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,402.0,525.0,,0.47,,4709.8,3307.9,76.8,91.9,465.206384596,10.1002/anie.201308826
1207,CC(=O)c1ccn2c3c(c(-c4ccc(C(F)(F)F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,405.0,514.0,,0.64,,,3335.8,,88.8,515.203191036,10.1002/anie.201308826
1208,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,398.0,512.0,,0.63,,4831.0,3351.6,77.2,88.5,472.21105537599993,10.1002/anie.201308826
1209,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)c(C#N)c4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,402.0,500.0,,0.72,,8998.6,3353.8,150.3,84.4,497.206304344,10.1002/anie.201308826
1210,CC(=O)c1ccn2c3c(c(-c4ccc(B5OC(C)(C)C(C)(C)O5)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,406.0,529.0,,0.494,3.61,4439.2,3376.5,73.8,95.2,573.3010164,10.1002/anie.201308826
1211,c1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,ClCCl,291.0,360.0,2.14,0.18,4.89,,,,,385.157897608,10.1039/c6cp04252j
1212,Fc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c(F)c1,ClCCl,287.0,358.0,1.77,0.16,4.86,,,,,421.139053984,10.1039/c6cp04252j
1213,FC(F)(F)c1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,ClCCl,289.0,359.0,1.48,0.17,4.87,,,,,453.14528223600007,10.1039/c6cp04252j
1214,COc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,ClCCl,298.0,403.0,2.15,0.5,4.71,,,,,415.168462292,10.1039/c6cp04252j
1215,CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)ccc21,ClCCl,296.0,447.0,1.51,0.73,4.52,,,,,558.2783470880001,10.1039/c6cp04252j
1216,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc21,ClCCl,327.0,409.0,0.77,0.92,4.56,,,,,641.376998504,10.1039/c6cp04252j
1217,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc2)cc1,ClCCl,284.0,489.0,2.68,0.6,4.6,,,,,552.2313968960001,10.1039/c6cp04252j
1218,C(=Cc1nc(-c2ccccc2)[nH]c1C=Cc1ccccc1)c1ccccc1,ClCCl,365.0,452.4,,0.43,4.62,6406.8,3542.7,86.5,73.0,348.16264864,10.1016/j.saa.2019.03.043
1219,O=[N+]([O-])c1ccc(-c2nc(C=Cc3ccccc3)c(C=Cc3ccccc3)[nH]2)cc1,ClCCl,435.0,,,,4.16,,,,,393.1477268480001,10.1016/j.saa.2019.03.043
1220,Cc1ccc(-c2nc(C=Cc3ccccc3)c(C=Cc3ccccc3)[nH]2)cc1,ClCCl,355.0,468.0,,0.56,4.36,6194.3,3740.5,79.0,82.6,362.178298704,10.1016/j.saa.2019.03.043
1221,Cc1ccc(C=Cc2nc(-c3ccccc3)[nH]c2C=Cc2ccc(C)cc2)cc1,ClCCl,365.0,455.6,,0.49,4.5,6361.1,3948.2,85.9,82.6,376.193948768,10.1016/j.saa.2019.03.043
1222,Cc1ccc(C=Cc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2C=Cc2ccc(C)cc2)cc1,ClCCl,445.0,,,,4.03,,,,,421.179026976,10.1016/j.saa.2019.03.043
1223,Cc1ccc(C=Cc2nc(-c3cccc([N+](=O)[O-])c3)[nH]c2C=Cc2ccc(C)cc2)cc1,ClCCl,370.0,,,,4.9,5620.6,,77.8,,421.179026976,10.1016/j.saa.2019.03.043
1224,Cc1ccc(C=Cc2nc(-c3ccc(C)cc3)[nH]c2C=Cc2ccc(C)cc2)cc1,ClCCl,365.0,479.7,,0.46,4.23,6035.3,3670.4,81.4,85.1,390.209598832,10.1016/j.saa.2019.03.043
1225,COc1ccc(C=Cc2nc(-c3ccccc3)[nH]c2C=Cc2ccc(OC)cc2)cc1,ClCCl,380.0,490.0,,0.33,4.83,5484.7,4261.1,80.1,103.4,408.18377800799993,10.1016/j.saa.2019.03.043
1226,COc1ccc(C=Cc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2C=Cc2ccc(OC)cc2)cc1,ClCCl,455.0,,,,4.19,,,,,453.168856216,10.1016/j.saa.2019.03.043
1227,COc1ccc(C=Cc2nc(-c3ccc(C)cc3)[nH]c2C=Cc2ccc(OC)cc2)cc1,ClCCl,375.0,493.0,,0.26,4.8,11098.0,3889.6,163.1,95.4,422.19942807199993,10.1016/j.saa.2019.03.043
1228,Clc1ccc(C=Cc2nc(-c3ccccc3)[nH]c2C=Cc2ccc(Cl)cc2)cc1,ClCCl,375.0,465.6,,0.4,4.73,6916.2,4051.5,98.9,88.6,416.084703936,10.1016/j.saa.2019.03.043
1229,O=[N+]([O-])c1ccc(-c2nc(C=Cc3ccc(Cl)cc3)c(C=Cc3ccc(Cl)cc3)[nH]2)cc1,ClCCl,425.0,,,,4.64,9259.6,,174.0,,461.069782144,10.1016/j.saa.2019.03.043
1230,Cc1ccc(-c2nc(C=Cc3ccc(Cl)cc3)c(C=Cc3ccc(Cl)cc3)[nH]2)cc1,ClCCl,385.0,467.5,,0.22,4.91,5726.7,4073.4,85.9,89.8,430.100354,10.1016/j.saa.2019.03.043
1231,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCC,338.0,389.0,0.29,0.02,,,2900.2,,44.0,227.131014164,10.1002/chem.201301020
1232,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Cc1ccccc1,345.0,416.0,2.33,0.52,,5030.7,2821.7,60.3,49.0,227.131014164,10.1002/chem.201301020
1233,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCOC1,346.0,432.0,3.58,0.83,,,2927.9,,54.9,227.131014164,10.1002/chem.201301020
1234,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,ClC(Cl)Cl,358.0,439.0,3.09,0.88,,,3042.1,,58.9,227.131014164,10.1002/chem.201301020
1235,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,ClCCl,355.0,441.0,3.44,0.94,,,2960.8,,57.8,227.131014164,10.1002/chem.201301020
1236,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CN(C)C=O,350.0,458.0,3.85,0.92,,,2962.4,,62.4,227.131014164,10.1002/chem.201301020
1237,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC#N,347.0,458.0,3.96,0.94,,,2937.0,,61.9,227.131014164,10.1002/chem.201301020
1238,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCO,362.0,490.0,3.65,0.95,,,2902.4,,70.0,227.131014164,10.1002/chem.201301020
1239,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CO,362.0,504.0,3.04,0.71,,,2980.3,,76.1,227.131014164,10.1002/chem.201301020
1240,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCCCCC,425.0,488.0,4.02,0.93,,,2434.2,,58.2,425.27186474,10.1002/chem.201301020
1241,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,Cc1ccccc1,434.0,521.0,4.37,0.95,,3384.3,2393.1,64.1,65.2,425.27186474,10.1002/chem.201301020
1242,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C1CCOC1,432.0,540.0,5.15,0.98,,,2342.1,,68.6,425.27186474,10.1002/chem.201301020
1243,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClC(Cl)Cl,442.0,562.0,5.38,0.97,,,2389.9,,75.8,425.27186474,10.1002/chem.201301020
1244,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClCCl,440.0,562.0,5.52,0.95,,,2351.9,,74.6,425.27186474,10.1002/chem.201301020
1245,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CN(C)C=O,437.0,575.0,5.78,0.94,,,2300.5,,76.4,425.27186474,10.1002/chem.201301020
1246,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC#N,434.0,576.0,5.99,0.95,,,2345.7,,78.2,425.27186474,10.1002/chem.201301020
1247,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO,435.0,601.0,5.79,0.8,,,2555.4,,92.8,425.27186474,10.1002/chem.201301020
1248,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CO,434.0,614.0,5.32,0.7,,,2503.7,,95.0,425.27186474,10.1002/chem.201301020
1249,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCCCCC,400.0,482.0,3.41,0.88,,,2617.0,,61.0,467.31881493200007,10.1002/chem.201301020
1250,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,Cc1ccccc1,406.0,510.0,4.02,0.94,,4848.1,2619.6,80.7,68.4,467.31881493200007,10.1002/chem.201301020
1251,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,C1CCOC1,405.0,528.0,4.81,0.98,,,2592.6,,72.6,467.31881493200007,10.1002/chem.201301020
1252,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClC(Cl)Cl,409.0,545.0,4.82,0.96,,,2623.3,,78.3,467.31881493200007,10.1002/chem.201301020
1253,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,ClCCl,407.0,545.0,5.05,0.97,,,2601.0,,77.6,467.31881493200007,10.1002/chem.201301020
1254,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CN(C)C=O,406.0,556.0,5.28,0.96,,,2561.7,,79.6,467.31881493200007,10.1002/chem.201301020
1255,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CC#N,400.0,556.0,5.53,0.97,,,2531.5,,78.6,467.31881493200007,10.1002/chem.201301020
1256,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO,404.0,587.0,5.87,0.91,,,2707.5,,93.9,467.31881493200007,10.1002/chem.201301020
1257,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CO,401.0,601.0,5.7,0.85,,,2652.4,,96.4,467.31881493200007,10.1002/chem.201301020
1258,Cc1cc(O)c(C(=O)C=Cc2ccccc2)c(=O)o1,CC#N,356.0,483.0,,,,5662.6,4010.8,72.5,94.5,256.073558864,10.1016/j.molstruc.2017.07.089
1259,Cc1cc(O)c(C(=O)C=Cc2ccccc2)c(=O)o1,ClCCl,358.0,466.0,,,,5040.5,4644.3,65.1,102.0,256.073558864,10.1016/j.molstruc.2017.07.089
1260,COc1cccc(C=CC(=O)c2c(O)cc(C)oc2=O)c1,CC#N,373.0,500.0,,,,,,,,286.084123548,10.1016/j.molstruc.2017.07.089
1261,COc1cccc(C=CC(=O)c2c(O)cc(C)oc2=O)c1,ClCCl,377.0,490.0,,,,,,,,286.084123548,10.1016/j.molstruc.2017.07.089
1262,COc1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,CC#N,380.0,488.0,,,,,,,,286.08412354800004,10.1016/j.molstruc.2017.07.089
1263,COc1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,ClCCl,384.0,487.0,,,,,,,,286.08412354800004,10.1016/j.molstruc.2017.07.089
1264,Cc1cc(O)c(C(=O)C=Cc2ccccc2O)c(=O)o1,CC#N,359.0,510.0,,,,,,,,272.068473484,10.1016/j.molstruc.2017.07.089
1265,Cc1cc(O)c(C(=O)C=Cc2ccccc2O)c(=O)o1,ClCCl,360.0,477.0,,,,,,,,272.068473484,10.1016/j.molstruc.2017.07.089
1266,Cc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(=O)o1,CC#N,390.0,518.0,,,,,,,,288.063388104,10.1016/j.molstruc.2017.07.089
1267,Cc1cc(O)c(C(=O)C=Cc2ccc(O)c(O)c2)c(=O)o1,ClCCl,387.0,493.0,,,,,,,,288.063388104,10.1016/j.molstruc.2017.07.089
1268,Cc1cc(O)c(C(=O)C=Cc2cccc(O)c2)c(=O)o1,CC#N,367.0,523.0,,,,,,,,272.068473484,10.1016/j.molstruc.2017.07.089
1269,Cc1cc(O)c(C(=O)C=Cc2cccc(O)c2)c(=O)o1,ClCCl,374.0,491.0,,,,,,,,272.068473484,10.1016/j.molstruc.2017.07.089
1270,Cc1cc(O)c(C(=O)C=Cc2ccc(Cl)cc2)c(=O)o1,CC#N,357.0,497.0,,,,,,,,290.034586512,10.1016/j.molstruc.2017.07.089
1271,Cc1cc(O)c(C(=O)C=Cc2ccc(Cl)cc2)c(=O)o1,ClCCl,360.0,478.0,,,,,,,,290.034586512,10.1016/j.molstruc.2017.07.089
1272,Cc1cc(O)c(C(=O)C=Cc2ccccc2Cl)c(=O)o1,CC#N,353.0,481.0,,,,,,,,290.034586512,10.1016/j.molstruc.2017.07.089
1273,Cc1cc(O)c(C(=O)C=Cc2ccccc2Cl)c(=O)o1,ClCCl,355.0,469.0,,,,,,,,290.034586512,10.1016/j.molstruc.2017.07.089
1274,Cc1cc(O)c(C(=O)C=Cc2ccc(Cl)cc2Cl)c(=O)o1,CC#N,349.0,473.0,,,,,,,,323.99561415999995,10.1016/j.molstruc.2017.07.089
1275,Cc1cc(O)c(C(=O)C=Cc2ccc(Cl)cc2Cl)c(=O)o1,ClCCl,350.0,472.0,,,,,,,,323.99561415999995,10.1016/j.molstruc.2017.07.089
1276,Cc1cc(O)c(C(=O)C=Cc2ccccc2[N+](=O)[O-])c(=O)o1,CC#N,352.0,480.0,,,,,5953.7,,140.0,301.05863707199995,10.1016/j.molstruc.2017.07.089
1277,Cc1cc(O)c(C(=O)C=Cc2ccccc2[N+](=O)[O-])c(=O)o1,ClCCl,365.0,471.0,,,,,4229.4,,94.8,301.05863707199995,10.1016/j.molstruc.2017.07.089
1278,Cc1cc(O)c(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c(=O)o1,CC#N,358.0,490.0,,,,7094.5,3446.9,92.4,83.4,301.05863707199995,10.1016/j.molstruc.2017.07.089
1279,Cc1cc(O)c(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c(=O)o1,ClCCl,361.0,480.0,,,,6989.9,,92.6,,301.05863707199995,10.1016/j.molstruc.2017.07.089
1280,Cc1cc(O)c(C(=O)C=Cc2ccc(N(C)C)cc2)c(=O)o1,CC#N,463.0,561.0,,0.018,,4439.6,,96.2,,299.115758024,10.1016/j.molstruc.2017.07.089
1281,Cc1cc(O)c(C(=O)C=Cc2ccc(N(C)C)cc2)c(=O)o1,ClCCl,469.0,573.0,,0.538,,4095.3,1088.1,90.9,35.8,299.115758024,10.1016/j.molstruc.2017.07.089
1282,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,CC#N,476.0,562.0,,0.019,,4116.3,2661.4,94.2,84.5,327.147058152,10.1016/j.molstruc.2017.07.089
1283,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,ClCCl,480.0,575.0,,0.687,,3668.3,1291.1,85.2,42.7,327.147058152,10.1016/j.molstruc.2017.07.089
1284,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,Cc1ccccc1,471.0,534.0,,0.491,,3414.7,1573.7,76.2,45.0,327.147058152,10.1016/j.molstruc.2017.07.089
1285,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,CCOC(C)=O,472.0,545.0,,0.489,,3914.5,1535.0,88.0,45.7,327.147058152,10.1016/j.molstruc.2017.07.089
1286,CCN(CC)c1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,CCO,488.0,570.0,,,,4456.0,2176.6,107.4,71.0,327.147058152,10.1016/j.molstruc.2017.07.089
